t,x,v,a,id,lane,oldLane,pos,event,Vehicle
20,362.48,22.24133886309543,0.0017438704685352783,0,3,-1,362.48,timer,car
20,327.08,22.253889922591366,0.0032396462656510204,601,0,-1,327.08,timer,car
20,313.03,22.24819284169201,0.00258540242018145,301,6,-1,313.03,timer,HGV
20,297.28,22.22462657792438,0.00029506881004651126,1,3,-1,297.28,timer,car
20,243.91,22.222110515037873,-2.0352709322779327e-05,602,0,-1,243.91,timer,electric car
20,240.89,22.23594901166053,0.0024853953985343306,302,6,-1,240.89,timer,electric car
20,213.94,22.240791548664113,0.00385879951297989,2,3,-1,213.94,timer,car
20,196.66,22.235912285816624,0.0030944004915249342,603,0,-1,196.66,timer,car
20,163.05,22.24136253652805,0.005218878205600495,303,6,-1,163.05,timer,car
20,151.89,22.225443289841277,0.0009424153779605335,3,3,-1,151.89,timer,car
20,140.52,22.22795989459289,0.00181485657597586,604,0,-1,140.52,timer,car
20,106.13,22.230076108527772,0.003289453796159131,304,6,-1,106.13,timer,electric car
20,80.21,22.223254275400933,0.000571785438650664,4,3,-1,80.21,timer,car
20,78.82,22.22534621622226,0.001761280307157127,605,0,-1,78.82,timer,car
20,47.6,22.222664257020778,0.00041266393567549657,305,6,-1,47.6,timer,car
20,3.01,22.222224170981487,2.8747145918424893e-05,606,0,-1,3.01,timer,HGV
20.028519719686336,0,22.22222222222222,0,5,-1,-1,0,start,car
20.028519719686336,0,22.22222222222222,0,5,3,-1,0,enter lane,car
20.34806889717652,0,22.22222222222222,0,306,-1,-1,0,start,car
20.34806889717652,0,22.22222222222222,0,306,6,-1,0,enter lane,car
21,407.79,22.306975407637285,0.006346722309163623,300,6,-1,407.79,timer,electric car
21,395.2,22.270488403863556,0.003866054638681577,600,0,-1,395.2,timer,electric car
21,384.72,22.243082733563966,0.0017438704685352783,0,3,-1,384.72,timer,car
21,349.34,22.257129568857017,0.0032396462656510204,601,0,-1,349.34,timer,car
21,335.28,22.25077824411219,0.00258540242018145,301,6,-1,335.28,timer,HGV
21,319.5,22.224921646734426,0.00029506881004651126,1,3,-1,319.5,timer,car
21,266.13,22.222089412422655,-2.1396324111520987e-05,602,0,-1,266.13,timer,electric car
21,263.13,22.238434407059064,0.0024853953985343306,302,6,-1,263.13,timer,electric car
21,236.18,22.24485081766811,0.004259738495014583,2,3,-1,236.18,timer,car
21,218.9,22.23918154514529,0.0034441181658046156,603,0,-1,218.9,timer,car
21,185.29,22.24689232399886,0.005677774683622634,303,6,-1,185.29,timer,car
21,174.11,22.226454637856612,0.0010802806527166443,3,3,-1,174.11,timer,car
21,162.75,22.22991826338857,0.002101881015381255,604,0,-1,162.75,timer,car
21,128.36,22.23370999391665,0.003978316981599892,304,6,-1,128.36,timer,electric car
21,102.43,22.22390525699793,0.0007301777553432373,4,3,-1,102.43,timer,car
21,101.05,22.22735574511123,0.0022577774707785614,605,0,-1,101.05,timer,car
21,69.83,22.223173232109083,0.000605286240936923,305,6,-1,69.83,timer,car
21,25.23,22.222358934095165,0.00024077908143521143,606,0,-1,25.23,timer,HGV
21,21.59,22.22240390617239,0.000374035281720168,5,3,-1,21.59,timer,car
21,14.49,22.222309509997487,0.0002677822085365413,306,6,-1,14.49,timer,car
22,430.1,22.31332212994645,0.006346722309163623,300,6,-1,430.1,timer,electric car
22,417.47,22.274354458502238,0.003866054638681577,600,0,-1,417.47,timer,electric car
22,406.96,22.2448266040325,0.0017438704685352783,0,3,-1,406.96,timer,car
22,371.6,22.26036921512267,0.0032396462656510204,601,0,-1,371.6,timer,car
22,357.53,22.25336364653237,0.00258540242018145,301,6,-1,357.53,timer,HGV
22,341.73,22.225216715544473,0.00029506881004651126,1,3,-1,341.73,timer,car
22,288.35,22.222068016098543,-2.1396324111520987e-05,602,0,-1,288.35,timer,electric car
22,285.37,22.240919802457597,0.0024853953985343306,302,6,-1,285.37,timer,electric car
22,258.43,22.249161235332046,0.0043141034466933,2,3,-1,258.43,timer,car
22,241.14,22.242800522148237,0.003793835840084297,603,0,-1,241.14,timer,car
22,207.54,22.252570098682483,0.005677774683622634,303,6,-1,207.54,timer,car
22,196.34,22.227603851146707,0.0012181459274727552,3,3,-1,196.34,timer,car
22,184.98,22.232163656623655,0.0023889054547866504,604,0,-1,184.98,timer,car
22,150.6,22.23803274249097,0.004667180167040652,304,6,-1,150.6,timer,electric car
22,124.65,22.22471463091162,0.0008885700720358107,4,3,-1,124.65,timer,car
22,123.28,22.22986177116382,0.0027542746343999958,605,0,-1,123.28,timer,car
22,92.05,22.223874829502652,0.0007979085461983494,305,6,-1,92.05,timer,car
22,47.45,22.22270572914436,0.000452811016951998,606,0,-1,47.45,timer,HGV
22,43.81,22.222970449366674,0.0007590511068477791,5,3,-1,43.81,timer,car
22,36.71,22.222782668362626,0.0006785345217438586,306,6,-1,36.71,timer,car
22.97246351705543,0,22.22222222222222,0,307,-1,-1,0,start,car
22.97246351705543,0,22.22222222222222,0,307,6,-1,0,enter lane,car
23,452.41,22.319668852255614,0.006346722309163623,300,6,-1,452.41,timer,electric car
23,439.75,22.27822051314092,0.003866054638681577,600,0,-1,439.75,timer,electric car
23,429.21,22.246570474501034,0.0017438704685352783,0,3,-1,429.21,timer,car
23,393.86,22.26360886138832,0.0032396462656510204,601,0,-1,393.86,timer,car
23,379.78,22.255949048952555,0.00258540242018145,301,6,-1,379.78,timer,HGV
23,363.96,22.22551178435452,0.00029506881004651126,1,3,-1,363.96,timer,car
23,310.57,22.22204661977443,-2.1396324111520987e-05,602,0,-1,310.57,timer,electric car
23,307.61,22.243405197856134,0.0024853953985343306,302,6,-1,307.61,timer,electric car
23,280.68,22.25347533877874,0.0043141034466933,2,3,-1,280.68,timer,car
23,263.38,22.246769216825463,0.004143553514363978,603,0,-1,263.38,timer,car
23,229.79,22.258247873366106,0.005677774683622634,303,6,-1,229.79,timer,car
23,218.56,22.228872592306008,0.0012849043607269536,3,3,-1,218.56,timer,car
23,207.21,22.23464895447542,0.00251146384479721,604,0,-1,207.21,timer,car
23,172.84,22.243044354250728,0.0053560433524814125,304,6,-1,172.84,timer,electric car
23,146.88,22.225682397142002,0.0010469623887283841,4,3,-1,146.88,timer,car
23,145.51,22.23286429438003,0.00325077179802143,605,0,-1,145.51,timer,car
23,114.27,22.22476904920148,0.0009905308514597758,305,6,-1,114.27,timer,car
23,69.67,22.22326455612907,0.0006648429524687845,606,0,-1,69.67,timer,HGV
23,66.03,22.223922008386086,0.00114406693197539,5,3,-1,66.03,timer,car
23,58.93,22.22366657904097,0.0010892868349511758,306,6,-1,58.93,timer,car
23,0.61,22.222222335505492,8.227867842659551e-06,307,6,-1,0.61,timer,car
23.190609281243898,0,22.22222222222222,0,607,-1,-1,0,start,HGV
23.190609281243898,0,22.22222222222222,0,607,0,-1,0,enter lane,HGV
23.270020005710087,0,22.22222222222222,0,6,-1,-1,0,start,car
23.270020005710087,0,22.22222222222222,0,6,3,-1,0,enter lane,car
24,474.73,22.326015574564778,0.006346722309163623,300,6,-1,474.73,timer,electric car
24,462.03,22.2820865677796,0.003866054638681577,600,0,-1,462.03,timer,electric car
24,451.46,22.24831434496957,0.0017438704685352783,0,3,-1,451.46,timer,car
24,416.12,22.26684850765397,0.0032396462656510204,601,0,-1,416.12,timer,car
24,402.04,22.258534451372736,0.00258540242018145,301,6,-1,402.04,timer,HGV
24,386.18,22.225806853164567,0.00029506881004651126,1,3,-1,386.18,timer,car
24,332.8,22.22202522345032,-2.1396324111520987e-05,602,0,-1,332.8,timer,electric car
24,329.85,22.245890593254668,0.0024853953985343306,302,6,-1,329.85,timer,electric car
24,302.94,22.25778944222543,0.0043141034466933,2,3,-1,302.94,timer,car
24,285.63,22.250978973991838,0.0042175951518129565,603,0,-1,285.63,timer,car
24,252.05,22.263925648049728,0.005677774683622634,303,6,-1,252.05,timer,car
24,240.79,22.230157496666735,0.0012849043607269536,3,3,-1,240.79,timer,car
24,229.45,22.23716041832022,0.00251146384479721,604,0,-1,229.45,timer,car
24,195.08,22.24854315815887,0.005517794115380491,304,6,-1,195.08,timer,electric car
24,169.1,22.22680855568908,0.0012053547054209576,4,3,-1,169.1,timer,car
24,167.75,22.23636331475986,0.003747268961642865,605,0,-1,167.75,timer,car
24,136.5,22.225855891205573,0.0011831531567212024,305,6,-1,136.5,timer,car
24,91.9,22.2240354150493,0.0008768748879855711,606,0,-1,91.9,timer,HGV
24,88.25,22.225258583230627,0.0015290827571030011,5,3,-1,88.25,timer,car
24,81.15,22.224961242032524,0.001500039148158493,306,6,-1,81.15,timer,car
24,22.83,22.222379962769384,0.0003070266599477442,307,6,-1,22.83,timer,car
24,17.99,22.222708144580128,0.0012007114651677564,607,0,-1,17.99,timer,HGV
24,16.22,22.2222936736639,0.00019576273934706907,6,3,-1,16.22,timer,car
25,497.06,22.332362296873942,0.006346722309163623,300,6,-1,497.06,timer,electric car
25,484.31,22.285952622418282,0.003866054638681577,600,0,-1,484.31,timer,electric car
25,473.71,22.250058215438106,0.0017438704685352783,0,3,-1,473.71,timer,car
25,438.39,22.270088153919623,0.0032396462656510204,601,0,-1,438.39,timer,car
25,424.3,22.261119853792916,0.00258540242018145,301,6,-1,424.3,timer,HGV
25,408.41,22.226101921974614,0.00029506881004651126,1,3,-1,408.41,timer,car
25,355.02,22.22200382712621,-2.1396324111520987e-05,602,0,-1,355.02,timer,electric car
25,352.1,22.2483759886532,0.0024853953985343306,302,6,-1,352.1,timer,electric car
25,325.2,22.262103545672122,0.0043141034466933,2,3,-1,325.2,timer,car
25,307.88,22.255196569143653,0.0042175951518129565,603,0,-1,307.88,timer,car
25,274.32,22.26960342273335,0.005677774683622634,303,6,-1,274.32,timer,car
25,263.02,22.23144240102746,0.0012849043607269536,3,3,-1,263.02,timer,car
25,251.69,22.239671882165016,0.00251146384479721,604,0,-1,251.69,timer,car
25,217.33,22.25406095227425,0.005517794115380491,304,6,-1,217.33,timer,electric car
25,191.33,22.228093106552844,0.001363747022113531,4,3,-1,191.33,timer,car
25,189.99,22.240358832303315,0.004243766125264299,605,0,-1,189.99,timer,car
25,158.73,22.227135355514925,0.0013757754619826289,305,6,-1,158.73,timer,car
25,114.12,22.225018305905046,0.0010889068235023576,606,0,-1,114.12,timer,HGV
25,110.48,22.226980173900294,0.0019140985822306122,5,3,-1,110.48,timer,car
25,103.38,22.226666657337287,0.0019107914613658101,306,6,-1,103.38,timer,car
25,45.05,22.22283638882538,0.0006058254520528289,307,6,-1,45.05,timer,car
25,40.21,22.224650593896584,0.002684187167746912,607,0,-1,40.21,timer,HGV
25,38.44,22.22262352414598,0.0004639382248101975,6,3,-1,38.44,timer,car
26,519.4,22.338709019183106,0.006346722309163623,300,6,-1,519.4,timer,electric car
26,506.6,22.289818677056964,0.003866054638681577,600,0,-1,506.6,timer,electric car
26,495.96,22.25180208590664,0.0017438704685352783,0,3,-1,495.96,timer,car
26,460.66,22.273327800185275,0.0032396462656510204,601,0,-1,460.66,timer,car
26,446.56,22.263705256213097,0.00258540242018145,301,6,-1,446.56,timer,HGV
26,430.64,22.22639699078466,0.00029506881004651126,1,3,-1,430.64,timer,car
26,377.24,22.221982430802097,-2.1396324111520987e-05,602,0,-1,377.24,timer,electric car
26,374.35,22.250861384051735,0.0024853953985343306,302,6,-1,374.35,timer,electric car
26,347.46,22.266417649118814,0.0043141034466933,2,3,-1,347.46,timer,car
26,330.14,22.259414164295467,0.0042175951518129565,603,0,-1,330.14,timer,car
26,296.59,22.275281197416973,0.005677774683622634,303,6,-1,296.59,timer,car
26,285.25,22.232727305388188,0.0012849043607269536,3,3,-1,285.25,timer,car
26,273.93,22.242183346009814,0.00251146384479721,604,0,-1,273.93,timer,car
