t,x,v,a,id,lane,oldLane,pos,event,Vehicle
0,0,0,0,0,0,-1,1700,lane info,No vehicle yet
0,0,0,0,0,1,-1,300,lane info,No vehicle yet
0,0,0,0,0,2,-1,1000,lane info,No vehicle yet
0,0,0,0,0,3,-1,1700,lane info,No vehicle yet
0,0,0,0,0,4,-1,300,lane info,No vehicle yet
0,0,0,0,0,5,-1,1000,lane info,No vehicle yet
0,0,0,0,0,6,-1,1700,lane info,No vehicle yet
0,0,0,0,0,7,-1,300,lane info,No vehicle yet
2.676148785699183,0,27.77777777777778,0,300,-1,-1,0,start,electric car
2.676148785699183,0,27.77777777777778,0,300,6,-1,0,enter lane,electric car
3,9.0,27.777819778939786,0.0002593855459143101,300,6,-1,9.0,timer,electric car
3.230390714238057,0,27.77777777777778,0,600,-1,-1,0,start,electric car
3.230390714238057,0,27.77777777777778,0,600,0,-1,0,enter lane,electric car
3.692809161787885,0,27.77777777777778,0,0,-1,-1,0,start,car
3.692809161787885,0,27.77777777777778,0,0,3,-1,0,enter lane,car
4,36.78,27.778479634723976,0.0010603260224671435,300,6,-1,36.78,timer,electric car
4,21.38,27.777913912509426,0.00035377621909583347,600,0,-1,21.38,timer,electric car
4,8.53,27.777787513753008,6.338714582166591e-05,0,3,-1,8.53,timer,car
5,64.56,27.77994043098472,0.0018612664990199767,300,6,-1,64.56,timer,electric car
5,49.16,27.778497530172512,0.0008134591070765591,600,0,-1,49.16,timer,electric car
5,36.31,27.777954073158444,0.00026973166504817066,0,3,-1,36.31,timer,car
5.2899511914613875,0,27.77777777777778,0,601,-1,-1,0,start,car
5.2899511914613875,0,27.77777777777778,0,601,0,-1,0,enter lane,car
5.919902468158022,0,27.77777777777778,0,301,-1,-1,0,start,HGV
5.919902468158022,0,27.77777777777778,0,301,6,-1,0,enter lane,HGV
6,92.35,27.782202167722016,0.0026622069755728103,300,6,-1,92.35,timer,electric car
6,76.93,27.77954083072358,0.0012731419950572846,600,0,-1,76.93,timer,electric car
6,64.09,27.778326977083108,0.00047607618427467546,0,3,-1,64.09,timer,car
6,19.72,27.777879049069245,0.00028525163410468026,601,0,-1,19.72,timer,car
6,2.22,27.777779048710233,3.17346221369491e-05,301,6,-1,2.22,timer,HGV
6.62154235119354,0,27.77777777777778,0,1,-1,-1,0,start,car
6.62154235119354,0,27.77777777777778,0,1,3,-1,0,enter lane,car
7,120.13,27.785264844935863,0.0034631474521256435,300,6,-1,120.13,timer,electric car
7,104.71,27.781043814162626,0.0017328248830380101,600,0,-1,104.71,timer,electric car
7,91.87,27.778906225526995,0.0006824207035011803,0,3,-1,91.87,timer,car
7,47.5,27.778365168327287,0.0006869868819840072,601,0,-1,47.5,timer,car
7,30.0,27.778008883207654,0.0004279343727055113,301,6,-1,30.0,timer,HGV
7,10.51,27.777780121219664,1.2384169768654139e-05,1,3,-1,10.51,timer,car
8,147.92,27.789128462626266,0.004264087928678477,300,6,-1,147.92,timer,electric car
8,132.49,27.783006480489654,0.0021925077710187356,600,0,-1,132.49,timer,electric car
8,119.65,27.77969181849011,0.0008887652227276851,0,3,-1,119.65,timer,car
8,75.28,27.77925302283321,0.0010887221298633341,601,0,-1,75.28,timer,car
8,57.78,27.778634917455644,0.0008241341232740735,301,6,-1,57.78,timer,HGV
8,38.29,27.777808866757482,4.510690587323553e-05,1,3,-1,38.29,timer,car
9,175.71,27.79379302079322,0.00506502840523131,300,6,-1,175.71,timer,electric car
9,160.27,27.78542882970466,0.0026521906589994614,600,0,-1,160.27,timer,electric car
9,147.43,27.780683755972454,0.0010951097419541899,0,3,-1,147.43,timer,car
9,103.06,27.780542612587013,0.001490457377742661,601,0,-1,103.06,timer,car
9,85.56,27.779657151454202,0.0012203338738426357,301,6,-1,85.56,timer,HGV
9,66.07,27.777870335031405,7.782964197781692e-05,1,3,-1,66.07,timer,car
9.022868397361487,0,27.77777777777778,0,602,-1,-1,0,start,electric car
9.022868397361487,0,27.77777777777778,0,602,0,-1,0,enter lane,electric car
9.162019855111373,0,27.77777777777778,0,302,-1,-1,0,start,electric car
9.162019855111373,0,27.77777777777778,0,302,6,-1,0,enter lane,electric car
10,203.5,27.799258519436727,0.005865968881784144,300,6,-1,203.5,timer,electric car
10,188.06,27.788310861807652,0.003111873546980187,600,0,-1,188.06,timer,electric car
10,175.21,27.78188203797402,0.0013014542611806945,0,3,-1,175.21,timer,car
10,130.85,27.782233937588696,0.001892192625621988,601,0,-1,130.85,timer,car
10,113.34,27.78107558520333,0.001616533624411198,301,6,-1,113.34,timer,HGV
10,93.85,27.777964526041433,0.00011055237808239832,1,3,-1,93.85,timer,car
10,27.14,27.777778662912716,1.811700560629425e-06,602,0,-1,27.14,timer,electric car
10,23.28,27.777882118735235,0.000249029665185838,302,6,-1,23.28,timer,electric car
10.375594078188218,0,27.77777777777778,0,2,-1,-1,0,start,car
10.375594078188218,0,27.77777777777778,0,2,3,-1,0,enter lane,car
11,231.3,27.805524958556788,0.006666909358336978,300,6,-1,231.3,timer,electric car
11,215.85,27.791652576798622,0.003571556434960913,600,0,-1,215.85,timer,electric car
11,202.99,27.783286664494813,0.0015077987804071992,0,3,-1,202.99,timer,car
11,158.63,27.784326997838257,0.002293927873501315,601,0,-1,158.63,timer,car
11,141.12,27.782890218703024,0.00201273337497976,301,6,-1,141.12,timer,HGV
11,121.62,27.77809143978757,0.00014327511418697972,1,3,-1,121.62,timer,car
11,54.92,27.777781401663713,3.665801436844415e-06,602,0,-1,54.92,timer,electric car
11,51.06,27.778279737640094,0.0005462081445386342,302,6,-1,51.06,timer,electric car
11,17.34,27.77787547727464,0.00031293584333456166,2,3,-1,17.34,timer,car
11.151718317072431,0,27.77777777777778,0,603,-1,-1,0,start,car
11.151718317072431,0,27.77777777777778,0,603,0,-1,0,enter lane,car
12,259.11,27.8125923381534,0.007467849834889811,300,6,-1,259.11,timer,electric car
12,243.65,27.79545397467757,0.0040312393229416385,600,0,-1,243.65,timer,electric car
12,230.77,27.784897635534833,0.001714143299633704,0,3,-1,230.77,timer,car
12,186.42,27.786821793335697,0.0026956631213806417,601,0,-1,186.42,timer,car
12,168.9,27.785101051953287,0.002408933125548322,301,6,-1,168.9,timer,HGV
12,149.4,27.778251076269807,0.00017599785029156112,1,3,-1,149.4,timer,car
12,82.69,27.77778599451559,5.519902313059405e-06,602,0,-1,82.69,timer,electric car
12,78.84,27.778974535024307,0.0008433866238914303,302,6,-1,78.84,timer,electric car
12,45.12,27.77843899998175,0.0008141095708779267,2,3,-1,45.12,timer,car
12,23.56,27.777932310717123,0.0003643434544355975,603,0,-1,23.56,timer,car
12.664969921962488,0,27.77777777777778,0,303,-1,-1,0,start,car
12.664969921962488,0,27.77777777777778,0,303,6,-1,0,enter lane,car
13,286.93,27.820401652238946,0.007961348336935164,300,6,-1,286.93,timer,electric car
13,271.45,27.7997150554445,0.004490922210922364,600,0,-1,271.45,timer,electric car
13,258.56,27.78671495109408,0.0019204878188602086,0,3,-1,258.56,timer,car
13,214.21,27.789718324081015,0.0030973983692599684,601,0,-1,214.21,timer,car
13,196.69,27.78770808495412,0.002805132876116884,301,6,-1,196.69,timer,HGV
13,177.18,27.77844343548815,0.00020872058639614252,1,3,-1,177.18,timer,car
13,110.47,27.77779244146834,7.374003189274395e-06,602,0,-1,110.47,timer,electric car
13,106.62,27.779966510887878,0.0011405651032442262,302,6,-1,106.62,timer,electric car
13,72.9,27.7795036964164,0.0013152832984212916,2,3,-1,72.9,timer,car
13,51.34,27.778511407986105,0.0007938510835266612,603,0,-1,51.34,timer,car
13,9.31,27.777827936645604,0.00029942904302607406,303,6,-1,9.31,timer,car
13.164229501390373,0,27.77777777777778,0,3,-1,-1,0,start,car
13.164229501390373,0,27.77777777777778,0,3,3,-1,0,enter lane,car
13.676996357050477,0,27.77777777777778,0,604,-1,-1,0,start,car
13.676996357050477,0,27.77777777777778,0,604,0,-1,0,enter lane,car
14,314.75,27.82836300057588,0.007961348336935164,300,6,-1,314.75,timer,electric car
14,299.25,27.8044266613275,0.0048588481259562695,600,0,-1,299.25,timer,electric car
14,286.34,27.78873861117255,0.0021268323380867135,0,3,-1,286.34,timer,car
14,242.0,27.793016590074217,0.003499133617139295,601,0,-1,242.0,timer,car
14,224.48,27.79071129750723,0.003197331987088297,301,6,-1,224.48,timer,HGV
14,204.96,27.778668517442597,0.0002414433225007239,1,3,-1,204.96,timer,car
14,138.25,27.777800742521965,9.228104065489384e-06,602,0,-1,138.25,timer,electric car
14,134.4,27.7812556652308,0.0014377435825970223,302,6,-1,134.4,timer,electric car
14,100.68,27.78106956657859,0.0018164570259646565,2,3,-1,100.68,timer,car
14,79.12,27.779520012884173,0.001223358712617725,603,0,-1,79.12,timer,car
14,37.09,27.778574234585864,0.0011931668374952262,303,6,-1,37.09,timer,car
14,23.22,27.77784131631389,0.00015204780789953936,3,3,-1,23.22,timer,car
14,8.97,27.777796872334363,0.00011823121503579428,604,0,-1,8.97,timer,car
15,342.58,27.836324348912814,0.007961348336935164,300,6,-1,342.58,timer,electric car
15,327.06,27.809285509453456,0.0048588481259562695,600,0,-1,327.06,timer,electric car
15,314.13,27.79092931492567,0.002205822910531336,0,3,-1,314.13,timer,car
15,269.79,27.796716591315295,0.003900868865018622,601,0,-1,269.79,timer,car
15,252.27,27.793908629494318,0.003197331987088297,301,6,-1,252.27,timer,HGV
15,232.74,27.77892632213315,0.0002741660586053053,1,3,-1,232.74,timer,car
15,166.03,27.777810897676467,1.1082204941704374e-05,602,0,-1,166.03,timer,electric car
15,162.18,27.78284199805307,0.0017349220619498184,302,6,-1,162.18,timer,electric car
15,128.46,27.783136610468326,0.0023176307535080214,2,3,-1,128.46,timer,car
15,106.9,27.78095812541134,0.0016528663417087887,603,0,-1,106.9,timer,car
15,64.87,27.780214270320595,0.0020869046319643785,303,6,-1,64.87,timer,car
15,51.0,27.778084326777297,0.0003339731189179152,3,3,-1,51.0,timer,car
15,36.75,27.77809812194194,0.00048426800012019893,604,0,-1,36.75,timer,car
15.224808255569043,0,27.77777777777778,0,304,-1,-1,0,start,electric car
15.224808255569043,0,27.77777777777778,0,304,6,-1,0,enter lane,electric car
16,370.42,27.84428569724975,0.007961348336935164,300,6,-1,370.42,timer,electric car
16,354.87,27.814144357579412,0.0048588481259562695,600,0,-1,354.87,timer,electric car
16,341.92,27.793135137836202,0.002205822910531336,0,3,-1,341.92,timer,car
16,297.59,27.800676579137512,0.003965126896568957,601,0,-1,297.59,timer,car
16,280.07,27.797105961481407,0.003197331987088297,301,6,-1,280.07,timer,HGV
16,260.52,27.779216849559806,0.00030688879470988666,1,3,-1,260.52,timer,car
16,193.81,27.777822906931846,1.2936305817919365e-05,602,0,-1,193.81,timer,electric car
16,189.97,27.784725509354697,0.0020321005413026145,302,6,-1,189.97,timer,electric car
16,156.24,27.785704828085606,0.0028188044810513865,2,3,-1,156.24,timer,car
16,134.68,27.782825745567592,0.002082373970799852,603,0,-1,134.68,timer,car
16,92.66,27.782748043849796,0.0029806424264335308,303,6,-1,92.66,timer,car
16,78.78,27.778509262551722,0.0005158984299362911,3,3,-1,78.78,timer,car
16,64.53,27.778765408334603,0.0008503047852046036,604,0,-1,64.53,timer,car
16,21.53,27.778033896872103,0.0006607890142387315,304,6,-1,21.53,timer,electric car
16.390068340496256,0,27.77777777777778,0,4,-1,-1,0,start,car
16.390068340496256,0,27.77777777777778,0,4,3,-1,0,enter lane,car
16.452587373691312,0,27.77777777777778,0,605,-1,-1,0,start,car
16.452587373691312,0,27.77777777777778,0,605,0,-1,0,enter lane,car
17,398.27,27.852247045586683,0.007961348336935164,300,6,-1,398.27,timer,electric car
17,382.69,27.819003205705368,0.0048588481259562695,600,0,-1,382.69,timer,electric car
17,369.71,27.795340960746735,0.002205822910531336,0,3,-1,369.71,timer,car
17,325.39,27.80464170603408,0.003965126896568957,601,0,-1,325.39,timer,car
17,307.87,27.800303293468495,0.003197331987088297,301,6,-1,307.87,timer,HGV
17,288.3,27.779540099722567,0.00033961153081446804,1,3,-1,288.3,timer,car
17,221.59,27.777836770288104,1.4790406694134355e-05,602,0,-1,221.59,timer,electric car
17,217.76,27.786906199135675,0.0023292790206554106,302,6,-1,217.76,timer,electric car
17,184.03,27.78877421943043,0.003319978208594751,2,3,-1,184.03,timer,car
17,162.46,27.78512287335294,0.002511881599890916,603,0,-1,162.46,timer,car
17,120.44,27.786175555173465,0.003874380220902683,303,6,-1,120.44,timer,car
17,106.56,27.779116123637166,0.000697823740954667,3,3,-1,106.56,timer,car
17,92.31,27.77979873151235,0.0012163415702890082,604,0,-1,92.31,timer,car
17,49.31,27.77912089592985,0.0015132091012506163,304,6,-1,49.31,timer,electric car
17,16.94,27.777814605637626,0.00012076061071617859,4,3,-1,16.94,timer,car
17,15.21,27.777870399417072,0.00033839789162060454,605,0,-1,15.21,timer,car
17.857652388099964,0,27.77777777777778,0,305,-1,-1,0,start,car
17.857652388099964,0,27.77777777777778,0,305,6,-1,0,enter lane,car
18,426.13,27.860208393923617,0.007961348336935164,300,6,-1,426.13,timer,electric car
18,410.51,27.823862053831323,0.0048588481259562695,600,0,-1,410.51,timer,electric car
18,397.51,27.797546783657268,0.002205822910531336,0,3,-1,397.51,timer,car
18,353.2,27.80860683293065,0.003965126896568957,601,0,-1,353.2,timer,car
18,335.67,27.803500625455584,0.003197331987088297,301,6,-1,335.67,timer,HGV
18,316.08,27.779882270752946,0.00034227981965392136,1,3,-1,316.08,timer,car
18,249.37,27.777852487745236,1.6644507570349346e-05,602,0,-1,249.37,timer,electric car
18,245.55,27.789384067396004,0.0026264575000082067,302,6,-1,245.55,timer,electric car
18,211.82,27.792344784502795,0.0038211519361381163,2,3,-1,211.82,timer,car
18,190.25,27.787849508767376,0.0029413892289819796,603,0,-1,190.25,timer,car
18,148.23,27.790496804291603,0.004768118015371836,303,6,-1,148.23,timer,car
18,134.34,27.77990491003363,0.0008797490519730428,3,3,-1,134.34,timer,car
18,120.09,27.78119809147518,0.0015823783553734127,604,0,-1,120.09,timer,car
18,77.09,27.78106031507461,0.0023656291882625012,304,6,-1,77.09,timer,electric car
18,44.72,27.778034361446277,0.0003187510065818934,4,3,-1,44.72,timer,car
18,42.99,27.77851788580552,0.0009565748852761742,605,0,-1,42.99,timer,car
18,3.95,27.777780279044443,3.514307871676867e-05,305,6,-1,3.95,timer,car
19,453.99,27.86816974226055,0.007961348336935164,300,6,-1,453.99,timer,electric car
19,438.34,27.82872090195728,0.0048588481259562695,600,0,-1,438.34,timer,electric car
19,425.31,27.7997526065678,0.002205822910531336,0,3,-1,425.31,timer,car
19,381.01,27.81257195982722,0.003965126896568957,601,0,-1,381.01,timer,car
19,363.48,27.806697957442672,0.003197331987088297,301,6,-1,363.48,timer,HGV
19,343.86,27.7802245505726,0.00034227981965392136,1,3,-1,343.86,timer,car
19,277.15,27.777870059303243,1.8498608446564336e-05,602,0,-1,277.15,timer,electric car
19,273.34,27.792159114135686,0.002923635979361003,302,6,-1,273.34,timer,electric car
19,239.61,27.796416523302703,0.004322325663681481,2,3,-1,239.61,timer,car
19,218.04,27.791005651810906,0.003370896858073043,603,0,-1,218.04,timer,car
19,176.02,27.79571179120421,0.005661855809840988,303,6,-1,176.02,timer,car
19,162.12,27.78087562174111,0.0010616743629914187,3,3,-1,162.12,timer,car
19,147.87,27.782963488223093,0.0019484151404578175,604,0,-1,147.87,timer,car
19,104.87,27.783852154306377,0.0032180492752743864,304,6,-1,104.87,timer,electric car
19,72.5,27.778452107650793,0.0005167414024476083,4,3,-1,72.5,timer,car
19,70.77,27.779783549187623,0.001574751878931744,605,0,-1,70.77,timer,car
19,31.73,27.777938863177937,0.00028202518827718837,305,6,-1,31.73,timer,car
19.864420678666356,0,27.77777777777778,0,606,-1,-1,0,start,HGV
19.864420678666356,0,27.77777777777778,0,606,0,-1,0,enter lane,HGV
20,481.86,27.876131090597486,0.007961348336935164,300,6,-1,481.86,timer,electric car
20,466.17,27.833579750083235,0.0048588481259562695,600,0,-1,466.17,timer,electric car
20,453.11,27.801958429478333,0.002205822910531336,0,3,-1,453.11,timer,car
